comment_id,texto_original,texto_modelo,texto_sha256,sentimiento,etiqueta_modelo,prob_negativo,prob_neutral,prob_positivo,confianza,margen_confianza,baja_confianza,modelo,revision_modelo,transformers_version,max_length
Ugw4St_YnT9_Ya5xSPt4AaABAg,"Otro pequeño truco es que tenés un plan mensual de Gb y redes ilimitadas y luego te mandan mensaje que consumiste el 95% de tu plan y ahi viene el caos verificas el consumo de tus datos y solo has utilizado redes, con un mínimo de internet y por ende hay que hacer una recarga adicional,,, porque vas a averiguar y solo te dicen que sí consumiste tus datos y ya,,,,a recargar,,un negoció redondo para ambas empresas 🤮🤮😠😠💵💵","Otro pequeño truco es que tenés un plan mensual de Gb y redes ilimitadas y luego te mandan mensaje que consumiste el 95% de tu plan y ahi viene el caos verificas el consumo de tus datos y solo has utilizado redes, con un mínimo de internet y por ende hay que hacer una recarga adicional,,, porque vas a averiguar y solo te dicen que sí consumiste tus datos y ya,,,,a recargar,,un negoció redondo para ambas empresas 🤮🤮😠😠💵💵",8074a8e300c35c8b72db931c43d748d192137fd3cebef2b4930a62850dd44fb6,negativo,NEG,0.5370538234710693,0.4414041042327881,0.02154208905994892,0.5370538234710693,0.09564971923828125,True,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw4ccnmIWJaE6VNRWN4AaABAg,Que bien que cambio de nombre,Que bien que cambio de nombre,87f0fb3b5ed7aa8f4c7752842130ecbd39e347891c05fca254d397d672d3ed08,positivo,POS,0.024983560666441917,0.07526612281799316,0.8997503519058228,0.8997503519058228,0.8244842290878296,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw5E402-fn52PLXFIJ4AaABAg,Tiene un poquito de oro y no habla como resolver los problemas .,Tiene un poquito de oro y no habla como resolver los problemas .,677f8df7e8a7f0abb5f4b0ae40b84e67929473d7f37bb0325ef57a9c0d4635f3,negativo,NEG,0.7196907997131348,0.25525081157684326,0.02505841664969921,0.7196907997131348,0.4644399881362915,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw5URsiAF9QVoniY-l4AaABAg,"Si a los diputados no les alcanza el sueldo que se busquen otro trabajo,  ya sea de los departamentos o de la capital.","Si a los diputados no les alcanza el sueldo que se busquen otro trabajo, ya sea de los departamentos o de la capital.",b7646c56258ea146dc601a4cc823682e83d771a12fc9afb0841ad3e01e8964d1,negativo,NEG,0.8880643844604492,0.10531637817621231,0.006619243882596493,0.8880643844604492,0.7827480062842369,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw5xMAuDaygo77ynI94AaABAg,"Lamentable son las EXCUSAS,  reclama que porque no se ve el trabajo que realizan, sueldon para que se costeen sus propios alimentos, pero tienen que ir a restaurantes de lujo y el PUEBLO luchando para llevar un pan a su mesa, muchos ni a eso llegan  ...","Lamentable son las EXCUSAS, reclama que porque no se ve el trabajo que realizan, sueldon para que se costeen sus propios alimentos, pero tienen que ir a restaurantes de lujo y el PUEBLO luchando para llevar un pan a su mesa, muchos ni a eso llegan ...",6fd027b8a8e357ae4b0d63ea6e0c51d6f33257033c3a53297179ca3582ec635f,negativo,NEG,0.9812619090080261,0.01604076474905014,0.0026972827035933733,0.9812619090080261,0.965221144258976,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw6cfXYfV4H-asKlDR4AaABAg,No se ve un deporte dinamico ni entretenido. El trasfondo de este juego era bastante macabro y refleja la oscuridad de las culturas pre colombinas en America. No le encuentro sentido a recrear algo tan negativo y arcaico.,No se ve un deporte dinamico ni entretenido. El trasfondo de este juego era bastante macabro y refleja la oscuridad de las culturas pre colombinas en America. No le encuentro sentido a recrear algo tan negativo y arcaico.,1ff8d3ab1464c07fa21ac2cb2958babc2891212d7b6266139e95a94f5cd20736,negativo,NEG,0.97502201795578,0.0214528888463974,0.0035250724758952856,0.97502201795578,0.9535691291093826,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw74asIfir0_SVC6OB4AaABAg,Denle golpe universitario (de estado). Lo puede hacer el CSU?,Denle golpe universitario (de estado). Lo puede hacer el CSU?,3edca0c183f33041b635544d877d5567b461142945a361a377ff2e5d52a0ca0b,neutral,NEU,0.2983647584915161,0.6854531764984131,0.01618208736181259,0.6854531764984131,0.387088418006897,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw86zOgTwKzYotlT9l4AaABAg,Y el pueblo muriéndose de hambre muchas madres de familia ganando 50 quetzales al día y en algunos departamentos solo ganan 30 te voy a dar mención una aldea llamada el jabalí 30 quetzales al día gana algunas personas ganan 300 quetzales a la semana fiestas sanguijuelas se los comieron en un almuerzo,Y el pueblo muriéndose de hambre muchas madres de familia ganando 50 quetzales al día y en algunos departamentos solo ganan 30 te voy a dar mención una aldea llamada el jabalí 30 quetzales al día gana algunas personas ganan 300 quetzales a la semana fiestas sanguijuelas se los comieron en un almuerzo,a2140df12ed360f68086efc7df1f960a6835edb6d249eb82ba03e2d038ad91dd,negativo,NEG,0.9045087099075317,0.08896276354789734,0.0065285153687000275,0.9045087099075317,0.8155459463596344,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw8iZ_G2Cwq-9ZYctt4AaABAg,"Pues son muchos los alumnos hay que unirse se han quedado con la pata del Walter en el cuello, fuera hay que sacarlos","Pues son muchos los alumnos hay que unirse se han quedado con la pata del Walter en el cuello, fuera hay que sacarlos",093e08623c7f5beeb1d0bf9a1f8d0dfc12cfad89843a45997a86a977666c7ac1,negativo,NEG,0.9448848962783813,0.04358530417084694,0.011529785580933094,0.9448848962783813,0.9012995921075344,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw8pyxscJNUQpfoKuF4AaABAg,Todos lis que trabajan en la capital pagamos apartamento y no tenemos carro y gasolina gratis,Todos lis que trabajan en la capital pagamos apartamento y no tenemos carro y gasolina gratis,a1ec7ded17ff8b00c6aaf6d22aadd9ceef9e4770db404e20c749c6c9762a2f76,negativo,NEG,0.7940719723701477,0.19531533122062683,0.01061270572245121,0.7940719723701477,0.5987566411495209,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw9_Qw_QaSdggWuKJt4AaABAg,Las dos se ubieran vestido de rosita con tacones y medias.Dia y noche no les ba faltar de todos calibres .delen una bolsa de pintalabios también .,Las dos se ubieran vestido de rosita con tacones y medias.Dia y noche no les ba faltar de todos calibres .delen una bolsa de pintalabios también .,8a0fd81963f1355be83f77c983f0cbac8a3475260c59fe8a56c996a55d67b0a9,neutral,NEU,0.12265913188457489,0.8152619004249573,0.062078915536403656,0.8152619004249573,0.6926027685403824,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
Ugw9eye2GML6RHRSu-14AaABAg,La gente muriendose de hambre y esos ladrones comiendo de maravilla que verguenza...,La gente muriendose de hambre y esos ladrones comiendo de maravilla que verguenza...,8a52fb12b3c534bffd6d448590e3301227092995111a7a338e64138adcdbb57a,negativo,NEG,0.9528023600578308,0.037278033792972565,0.009919621981680393,0.9528023600578308,0.9155243262648582,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwA5aTmgACLCuTUT494AaABAg,Guatemala nunca se tube que llamar guatemala dino guatebella guatehermosa guatelinda la eterna primavera es guatebella abrazos hnos de un salvadoreno que viva el amor y la armonia,Guatemala nunca se tube que llamar guatemala dino guatebella guatehermosa guatelinda la eterna primavera es guatebella abrazos hnos de un salvadoreno que viva el amor y la armonia,b5a699441aada072de5ae1bda3fb6cb660e6ae6a4b43b10e134feeefbe8b4934,positivo,POS,0.010685128159821033,0.13139784336090088,0.8579170107841492,0.8579170107841492,0.7265191674232483,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwARHTnVAzzPrHbNox4AaABAg,Me parece excelente esta entrevista,Me parece excelente esta entrevista,874d05a907e977f6a9c8024bd8102ec46bc4e2206e2d9a7ad5b9a13c4a8e25b3,positivo,POS,0.0029452969320118427,0.02327595092356205,0.9737787246704102,0.9737787246704102,0.9505027737468481,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwBIwUPLGxEWAu3Mh14AaABAg,"¿Como se subscribe uno al boletín informativo? 
Yo intenté desde la pagina web pero  los teléfonos que tienen colocados  dice telgua que no existen. Y WhatsApp igual dice que ese teléfono no existe.",¿Como se subscribe uno al boletín informativo? Yo intenté desde la pagina web pero los teléfonos que tienen colocados dice telgua que no existen. Y WhatsApp igual dice que ese teléfono no existe.,493efb3ba49403617b95617e4158646b2fb3ff16850a563e40eea381ab704623,negativo,NEG,0.8537155985832214,0.14209645986557007,0.004187846556305885,0.8537155985832214,0.7116191387176514,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwCW5PErySUmwse3bZ4AaABAg,Pero hay que ver el lado bueno si los deportan por la Frontera los carteles los secuestran para sacar dinero a los familiares en USA,Pero hay que ver el lado bueno si los deportan por la Frontera los carteles los secuestran para sacar dinero a los familiares en USA,0d24dbcfa076cc59929d4b52119d8f6e57ae6e182571c6fa0b8a0e5146a409f7,neutral,NEU,0.46558722853660583,0.47274166345596313,0.06167110055685043,0.47274166345596313,0.0071544349193573,True,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwCfRlzeiXz172UQQV4AaABAg,"Este video debe llegar a muchas personas, es muy buena información","Este video debe llegar a muchas personas, es muy buena información",5401c3cd510c5984d27ce5e1e68e98c04361c757269a909fc0c4c7019f86a6fc,positivo,POS,0.0028262652922421694,0.03551185876131058,0.9616618156433105,0.9616618156433105,0.926149956882,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwCw9bhAw6suYQfCWx4AaABAg,Qué lujooo de contenidooooo 🔥,Qué lujooo de contenidooooo 🔥,47ecb342139f7242d3eadec6326b9397ce6fff1506ed58a6a4a88653c6c162d0,positivo,POS,0.0062757693231105804,0.03371189534664154,0.9600123167037964,0.9600123167037964,0.9263004213571548,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwEOUk-ofXNqkHW5Cx4AaABAg,"Desde que dijo que qué hacían los periodistas por el país lo deje de escuchar, no me quiero picar el hígado","Desde que dijo que qué hacían los periodistas por el país lo deje de escuchar, no me quiero picar el hígado",32aa4a691c504b5d763d4e74d13dda8feb13d5c091d891a302d0e5abaef3725b,negativo,NEG,0.9598258137702942,0.03720342740416527,0.0029706722125411034,0.9598258137702942,0.9226223863661289,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwEQHx8Ik7SbxBTQ914AaABAg,Otros nuevos corruptos,Otros nuevos corruptos,d5da7f93d4e63b19c09abc8861b5cedefdde0b737ee8aa1b61701e6819af4dc2,neutral,NEU,0.3548591434955597,0.5239254832267761,0.12121530622243881,0.5239254832267761,0.16906633973121643,True,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwEjfj5ueeimHg-Hbt4AaABAg,¡¡¡La USAC NO tiene rector sólo un usurpador!!!,¡¡¡La USAC NO tiene rector sólo un usurpador!!!,866c2e51dbbd39208125797649a05528d86059416d5a1a77472e72e6d9864829,negativo,NEG,0.8794482946395874,0.10442875325679779,0.016122957691550255,0.8794482946395874,0.7750195413827896,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwG3XiEgFlHKtrtTqd4AaABAg,"Entoces las mismas 💩😡 Junta Directiva haciéndose de las suyas con el dinero del Estado. Ya basta de tanto robo, barriles sin fondos..💩😡","Entoces las mismas 💩😡 Junta Directiva haciéndose de las suyas con el dinero del Estado. Ya basta de tanto robo, barriles sin fondos..💩😡",d47cd67fbde4ebce97005e6620cc4c8beed543a7f22c748b571f4eb70a021d94,negativo,NEG,0.9718084931373596,0.024169374257326126,0.004022201057523489,0.9718084931373596,0.9476391188800335,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwGm1V-_GN1ZPcijdl4AaABAg,"Eso es lo que yo no entiendo de los periodistas, porque ahora atacan con tanto entusiasmo estas cosas, en el gobierno anterior estuvieron callados, o en ese tiempo también ellos recibían sus pagos","Eso es lo que yo no entiendo de los periodistas, porque ahora atacan con tanto entusiasmo estas cosas, en el gobierno anterior estuvieron callados, o en ese tiempo también ellos recibían sus pagos",a224e94390b26f0a71fcc1be9a308dbec4448fc341ba13736f0011b3607edfff,negativo,NEG,0.9338314533233643,0.06275981664657593,0.0034088068641722202,0.9338314533233643,0.8710716366767883,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwHY5LtTiQ0lBONp8N4AaABAg,"Tanto mierda este programa... tiene razón pero 
Y porque no le tira así a los corruptos",Tanto mierda este programa... tiene razón pero Y porque no le tira así a los corruptos,30d27064c2b4bccf8c4bb47d6bc91c10a995a0790d5f00924797d7030257171e,negativo,NEG,0.9456888437271118,0.045767270028591156,0.008543895557522774,0.9456888437271118,0.8999215736985207,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwIB06iEQnFOFLc9et4AaABAg,"Indignante COMO EXISTEN unos GUATEMALTECOS ESTÚPIDOS , los PROYECTOS, SON PROYECTOS DE ESTADOS no de PARTIDOS POLÍTICOS, lo que hubiera estado HACIENDO EL ZURDO PRESIDENTE era INAURANDO su CONSTRUCCIÓN no reempezar lo que hace 3 años empezó así como el el puente Roosevelt no tuvo ningún cambio fue lo que ya estaba expuesto, lo que sucede que siempre llega otro delincuente y quiere su mordida ese PROSUPUESTO YA ESTABA ECHO ..","Indignante COMO EXISTEN unos GUATEMALTECOS ESTÚPIDOS , los PROYECTOS, SON PROYECTOS DE ESTADOS no de PARTIDOS POLÍTICOS, lo que hubiera estado HACIENDO EL ZURDO PRESIDENTE era INAURANDO su CONSTRUCCIÓN no reempezar lo que hace 3 años empezó así como el el puente Roosevelt no tuvo ningún cambio fue lo que ya estaba expuesto, lo que sucede que siempre llega otro delincuente y quiere su mordida ese PROSUPUESTO YA ESTABA ECHO ..",28b76c4a7262f7871be8375e632dadffe2c9842cd1b58bb4e76cbeea9258f1b9,negativo,NEG,0.9623076319694519,0.033109404146671295,0.004582866095006466,0.9623076319694519,0.9291982278227806,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwIB06iEQnFOFLc9et4AaABAg.Aa-0m2jDJt2Aa42DVzs9Zy,Tantos.que empezaron y no llegaron ni siquiera a la mitad puentes donde no hay Rio para robar el dinero y este presidente llegó para hacer algo diferente y eso que no vote por el pues tampoco he cotado por los corruptos pero a este presente si votaría por el si fuera posible,Tantos.que empezaron y no llegaron ni siquiera a la mitad puentes donde no hay Rio para robar el dinero y este presidente llegó para hacer algo diferente y eso que no vote por el pues tampoco he cotado por los corruptos pero a este presente si votaría por el si fuera posible,f412e4429659a3ac7e36d3f34652eb008966d7222925ca611a0a0a87b583cc64,negativo,NEG,0.8334041833877563,0.13864018023014069,0.027955656871199608,0.8334041833877563,0.6947640031576157,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwIBBqN6fh6MURkwkN4AaABAg,"Mucha importancia le dan a éste ladrón maldito,","Mucha importancia le dan a éste ladrón maldito,",af4aaae3d13dce86aa22106d7b9caf028d66871a21a9aea44927087800e42ebf,negativo,NEG,0.9712888598442078,0.022601790726184845,0.006109330803155899,0.9712888598442078,0.9486870691180229,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwIiqrp6EYNoFmnBAR4AaABAg,"O sea que si es válido que se den sus gustos con el dinero de los guatemaltecos, es una sinverguenzada, para eso tienen jugosos salarios no le roben al pueblo","O sea que si es válido que se den sus gustos con el dinero de los guatemaltecos, es una sinverguenzada, para eso tienen jugosos salarios no le roben al pueblo",64a5f82e76cbb132cefbc892c046b9629982e1daefba2e93f0ed50463acb4a9c,negativo,NEG,0.9209767580032349,0.06255548447370529,0.016467761248350143,0.9209767580032349,0.8584212735295296,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwIlv8gtF3WKYfHSJJ4AaABAg,😮,😮,69078a3e0d41191edf113a89fa3455101d7ea891aeb0010e52ad1be554a51782,neutral,NEU,0.23818501830101013,0.485853910446167,0.27596110105514526,0.485853910446167,0.20989280939102173,True,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwJ4UehO5E4j0niJU14AaABAg,😂😂😂😂solo pajas😅😅que político gasta su dinero por el país,😂😂😂😂solo pajas😅😅que político gasta su dinero por el país,657b3ef5dbc4a4973c1bf2c890f42eeacab977a430b5f43c6af366384681935a,negativo,NEG,0.9590913653373718,0.03403136879205704,0.006877371110022068,0.9590913653373718,0.9250599965453148,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwJMFYT7I9czw_oa0V4AaABAg,No es el tema centrese y aclare...,No es el tema centrese y aclare...,ffbc54deb4784b108fb903b19ebb911d139957c36fc087ecc2cb4f828014321b,neutral,NEU,0.1274203211069107,0.7868338227272034,0.08574584126472473,0.7868338227272034,0.6594135016202927,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwJN55EmMcKPRb_AfB4AaABAg,hay cosas que yo no entiendo de Guatemala que a mi suena ilogico. Dandole almuerzos gratis a funcionarios publico? a poco no es suficiente con todos los robos que hacen aparte de los salarios incontables que tienen. Porque no crean un fondo mas para las escuelas para que los niños desnutridos que seria de gran ayuda para los padres.,hay cosas que yo no entiendo de Guatemala que a mi suena ilogico. Dandole almuerzos gratis a funcionarios publico? a poco no es suficiente con todos los robos que hacen aparte de los salarios incontables que tienen. Porque no crean un fondo mas para las escuelas para que los niños desnutridos que seria de gran ayuda para los padres.,b4bb4bc5dfb3f5eff7f50bdfb8feba264f890974c5ccdeca4934a1d631800d24,negativo,NEG,0.9748119711875916,0.021795855835080147,0.003392220241948962,0.9748119711875916,0.9530161153525114,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwKjHT5lyjLiqR9ym94AaABAg,Si hacen algo bueno para guate es por eso que se les paga.,Si hacen algo bueno para guate es por eso que se les paga.,a010104a996649808feb0a9a7486419214ea9120d2a6a641b0483edcc9bbfbba,positivo,POS,0.10073642432689667,0.20323282480239868,0.6960306763648987,0.6960306763648987,0.4927978515625,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwL_UlN82zRUeNgVDh4AaABAg,SECUESTRADOR DE LA U DE SAN CARLOS,SECUESTRADOR DE LA U DE SAN CARLOS,2d9d2d4de06c55c5a34d5571996cf503efb4d56e2f7a14429336cc85a40005ee,neutral,NEU,0.39244961738586426,0.5653051137924194,0.04224521666765213,0.5653051137924194,0.17285549640655518,True,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwMfCTNaiukOxMqfON4AaABAg,Pero ya enseña,Pero ya enseña,1faab3982d6548ef94c964f9bae27b07a4ccf5826d964cac9fecba90e05f8c78,neutral,NEU,0.08136387169361115,0.7566092610359192,0.16202683746814728,0.7566092610359192,0.5945824235677719,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwNvErOoJ_qRYF6TB94AaABAg,"Es una buena universidad, ahí estudio mi hermano, sin embargo es una universidad manchada por los malditos rojos, los asquerosos Comunistas que salen a manifestar en la huelga.","Es una buena universidad, ahí estudio mi hermano, sin embargo es una universidad manchada por los malditos rojos, los asquerosos Comunistas que salen a manifestar en la huelga.",ea8f173a06b2ed1e2ed73e3b9794085882f5aca7bb208828eb175cdb862551fa,negativo,NEG,0.8715704083442688,0.08935921639204025,0.03907039761543274,0.8715704083442688,0.7822111919522285,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
UgwO8kzHC551ofxNYCV4AaABAg,¡Que excelente iniciativa y equipo de emprendimeitno por rescatar las tradiciones de Guatemala! Esperamos que puedan seguir avanzando y que este juego se vuelva algo mucho más popular entre las nuevas generaciones. ¡Bravo!,¡Que excelente iniciativa y equipo de emprendimeitno por rescatar las tradiciones de Guatemala! Esperamos que puedan seguir avanzando y que este juego se vuelva algo mucho más popular entre las nuevas generaciones. ¡Bravo!,bff14b3d66f94176eb0c6a0a0eb9566f160e4a0ee708e8f4ef188bed84713bf4,positivo,POS,0.004454260692000389,0.025670362636446953,0.9698753356933594,0.9698753356933594,0.9442049730569124,False,pysentimiento/robertuito-sentiment-analysis,a2cc0f67ebd705c55191e25a05ba23d885fcc09b,4.57.6,128
